id,title,url,slug,status_badge,tagline,address,email,phone,description,excerpt,og_description,image,external_links,contact_links,category_ids,category_names,tag_ids,date,modified,scrape_error
5795,Bulleen Kebab,https://ummahdirectory.com.au/food-and-beverage/bulleen-kebab/,bulleen-kebab,,Kebab takeaway shop in Bulleen serving fast food favourites,"101 Manningham Rd, Bulleen VIC 3105",,(03) 7034 9696,"Bulleen Kebab is a Turkish restaurant that serves delicious kebabs at Bulleen Plaza and fast food favourites.
101 Manningham Rd, Bulleen VIC 3105
(03) 7034 9696",Bulleen VIC 3105 Kebab takeaway shop at Bulleen Plaza serving fast food favourites,Bulleen VIC 3105 Kebab takeaway shop at Bulleen Plaza serving fast food favourites,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/buleen5.png?fit=391%2C415&ssl=1,"[{""label"": ""Website"", ""url"": ""http://www.bulleenkebab.com.au""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/bulleenkebab/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Instagram"", ""url"": ""http://www.instagram.com/bulleenkebab/""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1972, 1427, 1429, 1383, 1433, 1973, 1425, 1430, 1368, 1923]",2024-04-23T15:29:49,2024-04-23T15:32:47,
5781,Glenroy Kebab House,https://ummahdirectory.com.au/food-and-beverage/glenroy-kebab-house/,glenroy-kebab-house,,Kebab shop in the heart of Glenroy serving Turkish favourites since 1993,"25/796 Pascoe Vale Rd, Glenroy VIC 3046",,(03) 9306 6000,"Glenroy Kebab House is a Turkish restaurant that serves fresh kebabs, pides, HSP, and more.
25/796 Pascoe Vale Rd, Glenroy VIC 3046
(03) 9306 6000",Glenroy VIC 3046 Kebab shop in the heart of Glenroy serving Turkish favourites since 1993,Glenroy VIC 3046 Kebab shop in the heart of Glenroy serving Turkish favourites since 1993,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/glen7.jpg?fit=510%2C510&ssl=1,"[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/glenroykebabhouse""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/glenroykebabhouse""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1427, 1383, 1423, 1433, 1425, 1937, 1430, 1368, 1923]",2024-04-23T14:27:58,2024-04-23T14:28:00,
5773,Bundoora Kebab House,https://ummahdirectory.com.au/food-and-beverage/bundoora-kebab-house/,bundoora-kebab-house,,Kebab shop located in Bundoora serving Turkish fast food favourites,"Bundoora Square, 25/31 Plenty Rd, Bundoora VIC 3083",,(03) 9466 9905,"Bundoora Kebab House serves fresh and delicious kebabs at a reasonable price in Bundoora Square opposite Coles.
Bundoora Square, 25/31 Plenty Rd, Bundoora VIC 3083
(03) 9466 9905",Bundoora VIC 3083 Kebab shop located in Bundoora Square serving Turkish fast food favourites,Bundoora VIC 3083 Kebab shop located in Bundoora Square serving Turkish fast food favourites,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/bund1.jpeg?fit=408%2C544&ssl=1,"[{""label"": ""Instagram"", ""url"": ""http://www.instagram.com/broadwaykebabs/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Instagram"", ""url"": ""http://www.instagram.com/broadwaykebabs/""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1464, 1427, 1429, 1383, 1433, 1425, 1430, 1368, 1927, 1923]",2024-04-23T14:17:56,2024-04-23T14:18:38,
5764,Broadway Kebabs,https://ummahdirectory.com.au/food-and-beverage/broadway-kebabs/,broadway-kebabs,,Affordable kebab shop located on Broadway serving Turkish fast food and burgers,"766A Plenty Rd, Reservoir VIC 3073",,(03) 9469 2240,"Broadway Kebabs serves fresh tasty kebabs and delicious homemade burgers, located on Broadway in Reservoir
766A Plenty Rd, Reservoir VIC 3073
(03) 9469 2240",Reservoir VIC 3073 Kebab shop located on Broadway serving Turkish fast food and burgers,Reservoir VIC 3073 Kebab shop located on Broadway serving Turkish fast food and burgers,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/broad1.jpeg?fit=408%2C291&ssl=1,"[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/profile.php?id=100083591041875""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/broadwaykebabs/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/profile.php?id=100083591041875""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/broadwaykebabs/""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1444, 1427, 1429, 1383, 1439, 1433, 1425, 1430, 1368, 1927, 1374, 1923]",2024-04-23T14:12:24,2024-04-23T14:12:26,
5754,Melbourne Kebab Station,https://ummahdirectory.com.au/food-and-beverage/melbourne-kebab-station/,melbourne-kebab-station,,Melbourne’s original kebab shop located in the heart of Coburg serving Turkish favourites,"451 Sydney Rd, Coburg VIC 3058",,(03) 9355 7766,"Original Melbourne Kebab Station in Coburg is a bustling kebab shop serving authentic Turkish favourites such as kebabs, lahmacun, pides and more. A family get together favourite.
451 Sydney Rd, Coburg VIC 3058
(03) 9355 7766",Coburg VIC 3058 Original Melbourne kebab shop located in the heart of Coburg serving Turkish favourites,Coburg VIC 3058 Original Melbourne kebab shop located in the heart of Coburg serving Turkish favourites,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/mks6.png?fit=559%2C382&ssl=1,"[{""label"": ""Instagram"", ""url"": ""http://www.instagram.com/kebabstationcoburg/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Instagram"", ""url"": ""http://www.instagram.com/kebabstationcoburg/""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1437, 1400, 1457, 1427, 1429, 1383, 1433, 1425, 1430, 1368, 1923]",2024-04-23T14:02:41,2024-04-23T14:04:08,
5745,Melbourne Kebab Station Niddrie,https://ummahdirectory.com.au/food-and-beverage/melbourne-kebab-station-niddrie/,melbourne-kebab-station-niddrie,,Kebab shop on Keilor Rd serving Turkish speciality cuisine,"1/372 Keilor Rd, Niddrie VIC 3042",,(03) 9379 3666,"Melbourne Kebab Station Niddrie is a Turkish restaurant that offers a fast service that serves delicious kebabs, Turkish pizza, and more.
1/372 Keilor Rd, Niddrie VIC 3042
(03) 9379 3666",Niddrie VIC 3042 Kebab shop on Keilor Rd serving Turkish speciality cuisine,Niddrie VIC 3042 Kebab shop on Keilor Rd serving Turkish speciality cuisine,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/niddrie1.jpeg?fit=443%2C240&ssl=1,"[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/mksniddrie""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/mksniddrie/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/mksniddrie""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/mksniddrie/""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1437, 1427, 1429, 1383, 1433, 1425, 1430, 1368, 1939, 1923]",2024-04-23T13:51:37,2024-04-23T13:51:38,
5736,Catering by Nez,https://ummahdirectory.com.au/event-planning/catering-by-nez/,catering-by-nez,,Catering specialist for events with Turkish and Mediterranean classics,Greenvale VIC 3059,,0452 616 258,"Catering By Nez offers catering with their creative buffet styling and homemade fresh finger food based in Melbourne.
Greenvale VIC 3059
0452 616 258",Greenvale VIC 3059 Catering specialist for events with Turkish and Mediterranean classics,Greenvale VIC 3059 Catering specialist for events with Turkish and Mediterranean classics,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/catering3.jpg?fit=768%2C1024&ssl=1,"[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/cateringbynez/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/cateringbynez/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/cateringbynez/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/cateringbynez/""}]","[1971, 1395, 1873]","[""Catering"", ""Event Planning"", ""Victoria""]","[1437, 1396, 1383, 1407, 1430, 1970, 1368, 1432, 1923]",2024-04-23T13:39:12,2024-04-23T13:39:14,
5728,Gozleme Kebab Docklands,https://ummahdirectory.com.au/food-and-beverage/gozleme-kebab-docklands/,gozleme-kebab-docklands,,Fresh gozleme and Turkish favourites in The District Docklands,"Observation Dr, Docklands VIC 3008",,0424 041 179,"Gozleme Kebab Docklands specialises in varieties of freshly made, authentic Turkish street food. Gozleme is a Turkish flatbread, filled with natural ingredients, and made to order to achieve a fresh, high quality customer experience.
Observation Dr, Docklands VIC 3008
0424 041 179",Docklands VIC 3008 Fresh gozleme and Turkish favourites in The District Docklands,Docklands VIC 3008 Fresh gozleme and Turkish favourites in The District Docklands,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/gozleme4-1.jpg?fit=680%2C510&ssl=1,"[{""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]",[],"[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1924, 1647, 1787, 1429, 1383, 1439, 1433, 1425, 1430, 1368, 1923, 1928]",2024-04-23T13:31:19,2024-04-23T13:32:09,
5718,Street Food Turkey,https://ummahdirectory.com.au/food-and-beverage/street-food-turkey/,street-food-turkey,,Authentic Turkish cuisine in Keysborough serving fresh adana and more,"381 Chandler Rd, Keysborough VIC 3173",,0413 505 556,"Street Food Turkey serves authentic Turkish street food, with a modern twist. Adana is a must have and family favourite.
381 Chandler Rd, Keysborough VIC 3173
0413 505 556",Keysborough VIC 3173 Authentic Turkish cuisine in Keysborough serving fresh adana and more,Keysborough VIC 3173 Authentic Turkish cuisine in Keysborough serving fresh adana and more,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/street2.jpeg?fit=576%2C1024&ssl=1,"[{""label"": ""Website"", ""url"": ""http://streetfoodturkey.com.au/""}, {""label"": ""Facebook"", ""url"": ""http://www.facebook.com/profile.php?id=100024789583115""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/streetfoodturkey.melbourne/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/profile.php?id=100024789583115""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/streetfoodturkey.melbourne/""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1968, 1712, 1427, 1383, 1425, 1430, 1368, 1923, 1431]",2024-04-23T13:18:14,2024-04-23T13:22:18,
5710,A&Y Turkish Kebabs,https://ummahdirectory.com.au/food-and-beverage/ay-turkish-kebabs/,ay-turkish-kebabs,,Turkish cuisine available at Broadmeadows Central Shopping Centre,"1099 Shop 15/1169 Pascoe Vale Rd, Broadmeadows VIC 3047",,,"Located in Broadmeadows Central Shopping Centre, A&Y Turkish Kebabs serve freshly made kebabs, pide & wraps.
1099 Shop 15/1169 Pascoe Vale Rd, Broadmeadows VIC 3047",Broadmeadows VIC 3047 Authentic Turkish cuisine at Broadmeadows Central Shopping Centre,Broadmeadows VIC 3047 Authentic Turkish cuisine at Broadmeadows Central Shopping Centre,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/ay3.jpg?fit=1080%2C1080&ssl=1,"[{""label"": ""Website"", ""url"": ""http://aykebabs.au""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/a.y_turkish_kebabs/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Instagram"", ""url"": ""http://www.instagram.com/a.y_turkish_kebabs/""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1480, 1383, 1433, 1425, 1430, 1368, 1927, 1923]",2024-04-23T13:08:26,2024-04-23T13:08:29,
5703,Fitzroy Turkish Kebabs,https://ummahdirectory.com.au/food-and-beverage/fitzroy-turkish-kebabs/,fitzroy-turkish-kebabs,,Late night kebabs and other Turkish favourites in Collingwood,"89 Smith St, Fitzroy VIC 3065",,,"Turkish kebab shop serving freshly made kebabs, pide & wraps, whipped up in a relaxed space.
Fitzroy Kebabs prepare its vegetarian pastry separately.
89 Smith St, Fitzroy VIC 3065",Fitzroy VIC 3065 Late night kebabs and other Turkish favourites in Fitzroy,Fitzroy VIC 3065 Late night kebabs and other Turkish favourites in Fitzroy,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/fitz1.jpeg?fit=408%2C467&ssl=1,"[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/Fitzroy.Kebabs""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/fitzroykebabs/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/Fitzroy.Kebabs""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/fitzroykebabs/""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1427, 1428, 1429, 1417, 1383, 1439, 1433, 1425, 1430, 1368, 1923, 1431]",2024-04-23T12:49:14,2024-04-23T12:53:54,
5696,Smith Kebabs Collingwood,https://ummahdirectory.com.au/food-and-beverage/smith-kebabs-collingwood/,smith-kebabs-collingwood,,Late night kebabs and other Turkish favourites in Collingwood,"74 Smith St, Collingwood VIC 3066",,(03) 8525 3477,"Turkish kebab shop serving freshly made kebabs, pide & wraps, whipped up in a relaxed space with streetside tables.
74 Smith St, Collingwood VIC 3066
(03) 8525 3477",Collingwood VIC 3066 Late night kebabs and other Turkish favourites in Collingwood,Collingwood VIC 3066 Late night kebabs and other Turkish favourites in Collingwood,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/smith1.jpeg?fit=408%2C306&ssl=1,"[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/smithkebabs""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/smithkebabs3/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/smithkebabs""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/smithkebabs3/""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1712, 1967, 1427, 1383, 1439, 1433, 1425, 1430, 1368, 1927, 1424, 1923, 1431]",2024-04-23T12:41:20,2024-04-23T12:41:22,
5688,Abzz Kebabs,https://ummahdirectory.com.au/food-and-beverage/abzz-kebabz/,abzz-kebabz,,Kebab shop in Kealba serving a variety of Turkish favourites,"2/100 Sunshine Ave, Kealba VIC 3021",,(03) 9366 6001,"Abzz Kebabz offers delicious and quality kebabs and HSP at a reasonable price.
2/100 Sunshine Ave, Kealba VIC 3021
(03) 9366 6001",Kealba VIC 3021 Kebab shop in Kealba serving a variety of Turkish favourites,Kealba VIC 3021 Kebab shop in Kealba serving a variety of Turkish favourites,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/abzzkebab1.jpeg?fit=408%2C544&ssl=1,"[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/profile.php?id=100063555641301""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/abzzkebabzkealba/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/profile.php?id=100063555641301""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/abzzkebabzkealba/""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1712, 1427, 1429, 1383, 1433, 1966, 1425, 1430, 1368, 1923]",2024-04-23T12:33:45,2024-04-23T12:33:56,
5680,Turk To Me,https://ummahdirectory.com.au/food-and-beverage/turk-to-me/,turk-to-me,,Trendy kebab house serving a variety of Turkish favourites on Bay St,"167 Bay St, Port Melbourne VIC 3207",,(03) 9498 0478,"Turk To Me offers freshly made traditional, authentic food which is cooked with care over a charcoal fire pit. Fresh adana is a must try.
167 Bay St, Port Melbourne VIC 3207
(03) 9498 0478",Port Melbourne VIC 3207 Trendy kebab house serving a variety of Turkish favourites over charcoal on Bay St,Port Melbourne VIC 3207 Trendy kebab house serving a variety of Turkish favourites over charcoal on Bay St,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/turk4.jpg?fit=382%2C510&ssl=1,"[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/TurkOnBay/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/turktome""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/TurkOnBay/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/turktome""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1427, 1383, 1433, 1425, 1430, 1368, 1965, 1923]",2024-04-23T12:20:27,2024-04-23T12:21:10,
5670,Melbourne Kebabs & Grill,https://ummahdirectory.com.au/food-and-beverage/melbourne-kebabs-grill/,melbourne-kebabs-grill,,Thomastown kebab house serving a variety of Turkish favourites,"265 High St, Thomastown VIC 3074",,(03) 9464 4833,"Melbourne Kebabs & Grill is a Turkish restaurant that serves fresh and quality Turkish food such as kebab, HSP, pide, and more.
265 High St, Thomastown VIC 3074
(03) 9464 4833",Thomastown VIC 3074 Thomastown kebab house serving a variety of Turkish favourites,Thomastown VIC 3074 Thomastown kebab house serving a variety of Turkish favourites,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/mel1.png?fit=260%2C175&ssl=1,"[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/MKGThomastown""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/mkg.thomastown/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/MKGThomastown""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/mkg.thomastown/""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1437, 1427, 1383, 1433, 1425, 1430, 1368, 1927, 1500, 1923, 1431]",2024-04-23T12:05:05,2024-04-23T12:12:54,
5662,Footscray Kebab House,https://ummahdirectory.com.au/food-and-beverage/footscray-kebab-house/,footscray-kebab-house,,"Neighbourhood kebab store serving freshly made kebabs, grills and more","93 Nicholson St, Footscray VIC 3011",,(03) 9689 0777,"Kebab store in Footscray serving delicious Turkish foods including kebabs, mixed-grill plates, and pide.
93 Nicholson St, Footscray VIC 3011
(03) 9689 0777","Footscray VIC 3011 Neighbourhood kebab store serving freshly made kebabs, grills and more","Footscray VIC 3011 Neighbourhood kebab store serving freshly made kebabs, grills and more",https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/foots1.jpg?fit=382%2C510&ssl=1,"[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/p/Footscray-Best-Kebab-House-100046467266018/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/footscraybestkebabhouse/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/p/Footscray-Best-Kebab-House-100046467266018/""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/footscraybestkebabhouse/""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1712, 1427, 1383, 1914, 1439, 1433, 1425, 1430, 1368, 1923, 1431]",2024-04-23T11:42:25,2024-04-23T11:42:28,
5654,Roxy Kebab Deer Park,https://ummahdirectory.com.au/food-and-beverage/roxy-kebab-deer-park/,roxy-kebab-deer-park,,"Neighbourhood Turkish restaurant with freshly made kebabs, grills and more","Shop/801C Ballarat Rd, Deer Park VIC 3023",,(03) 9309 2001,"Roxy Kebab Deer Park offers delicious Turkish foods including kebabs, mixed-grill plates, and pide.
Shop/801C Ballarat Rd, Deer Park VIC 3023
(03) 9309 2001","Deer Park VIC 3023 Neighbourhood Turkish restaurant with freshly made kebabs, grills and more","Deer Park VIC 3023 Neighbourhood Turkish restaurant with freshly made kebabs, grills and more",https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/04/roxy2.png?fit=755%2C687&ssl=1,"[{""label"": ""Website"", ""url"": ""http://roxykebabs.com.au""}, {""label"": ""Facebook"", ""url"": ""http://www.facebook.com/profile.php?id=100071466391083""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/roxykebabdeerpark/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""http://www.facebook.com/profile.php?id=100071466391083""}, {""label"": ""Instagram"", ""url"": ""http://www.instagram.com/roxykebabdeerpark/""}]","[1371, 1586, 1873]","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Victoria""]","[1437, 1457, 1508, 1427, 1383, 1433, 1425, 1430, 1368, 1927, 1933, 1923, 1431]",2024-04-23T11:32:14,2024-04-23T11:32:16,
